Date,Recorder,Station,Above/Below,Number,Height_mm,Wet_weight_g,Dry_wt_48,Dry_wt_72,Dry_wt_96,Dry_wt_168
1/17/2018,BP,LCIA,a,514,62,7.93,2.16,2.15,2.14,2.14
1/17/2018,BP,LCIA,a,517,43,NA,,,,
1/17/2018,BP,LCIA,a,518,19,NA,,,,
1/17/2018,BP,LCIA,a,519,20,NA,,,,
1/17/2018,BP,LCIA,a,520,22,NA,,,,
1/17/2018,BP,LCIA,a,521,35,NA,,,,
1/17/2018,BP,LCIA,a,522,42,NA,,,,
1/17/2018,BP,LCIA,a,523,40,NA,,,,
1/17/2018,BP,LCIA,a,524,12,1.41,1.28,1.27,1.29,1.29
1/17/2018,BP,LCIA,a,525,29,NA,,,,
1/17/2018,BP,LCIA,a,526,42,NA,,,,
1/17/2018,BP,LCIA,a,527,31,NA,,,,
1/17/2018,BP,LCIA,a,528,20,NA,,,,
1/17/2018,BP,LCIA,a,529,27,NA,,,,
1/17/2018,BP,LCIA,a,530,40,NA,,,,
1/17/2018,BP,LCIA,a,531,34,NA,,,,
1/17/2018,BP,LCIA,a,532,38,NA,,,,
1/17/2018,BP,LCIA,a,533,18,1.37,1.3,1.28,1.28,1.28
1/17/2018,BP,LCIA,a,534,24,NA,,,,
1/17/2018,BP,LCIA,a,534.1,21,NA,,,,
1/17/2018,BP,LCIA,a,535,16,1.41,1.3,1.3,1.29,1.29
1/17/2018,BP,LCIA,a,536,39,NA,,,,
1/17/2018,BP,LCIA,a,537,27,NA,,,,
1/17/2018,BP,LCIA,a,538,17,NA,,,,
1/17/2018,BP,LCIA,a,539,43,NA,,,,
1/17/2018,BP,LCIA,a,540,42,NA,,,,
1/17/2018,BP,LCIA,a,541,31,NA,,,,
1/17/2018,BP,LCIA,a,542,35,NA,,,,
1/17/2018,BP,LCIA,a,543,45,5.29,1.89,1.89,1.89,1.89
1/17/2018,BP,LCIA,a,544,46,NA,,,,
1/17/2018,BP,LCIA,a,545,22,NA,,,,
1/17/2018,BP,LCIA,a,546,20,NA,,,,
1/17/2018,BP,LCIA,a,547,52,NA,,,,
1/17/2018,BP,LCIA,a,548,32,NA,,,,
1/17/2018,BP,LCIA,a,549,42,NA,,,,
1/17/2018,BP,LCIA,a,550,26,NA,,,,
1/17/2018,BP,LCIA,a,551,15,1.38,1.3,1.28,1.29,1.29
1/17/2018,BP,LCIA,a,552,43,NA,,,,
1/17/2018,BP,LCIA,a,553,34,NA,,,,
1/17/2018,BP,LCIA,a,554,26,NA,,,,
1/17/2018,BP,LCIA,a,555,32,NA,,,,
1/17/2018,BP,LCIA,a,556,32,NA,,,,
1/17/2018,BP,LCIA,a,557,31,NA,,,,
1/17/2018,BP,LCIA,a,558,53,3.1,1.54,1.51,1.51,1.51
1/17/2018,BP,LCIA,a,559,32,NA,,,,
1/17/2018,BP,LCIA,a,560,32,NA,,,,
1/17/2018,BP,LCIA,a,561,22,NA,,,,
1/17/2018,BP,LCIA,a,562,30,NA,,,,
1/17/2018,BP,LCIA,a,563,22,NA,,,,
1/17/2018,BP,LCIA,b,564,38,3.02,1.52,1.52,1.53,1.52
1/17/2018,BP,LCIA,b,565,63,10.77,2.32,2.34,2.33,2.32
1/17/2018,BP,LCIA,b,566,36,3.26,1.44,1.42,1.44,1.43
1/17/2018,BP,LCIA,b,567,34,1.95,1.38,1.36,1.37,1.37
1/17/2018,BP,LCIA,b,568,72,11.19,2.62,2.6,2.59,2.6
1/17/2018,BP,LCIA,b,569,31,2.51,1.45,1.45,1.45,1.45
1/17/2018,BP,LCIA,b,570,32,2.69,1.46,1.46,1.45,1.46
1/17/2018,BP,LCIA,b,571,21,1.53,1.28,1.3,1.29,1.29
1/17/2018,BP,LCIA,b,572,35,2.69,1.46,1.47,1.47,1.47
1/17/2018,BP,LCIA,b,573,31,2.65,1.49,1.47,1.48,1.48
1/17/2018,BP,CKOA,b,574,0,0,,,,
