Date,Locality,Site,Bar,Quadrat,Station,Counter,Recorder,Quad_Lat,Quad_Long,Center_Lat,Center_Long,Rand_Coord,Rand_Dist,Quad_type,Quad_area,Quad_Depth,Live_Dead,Height,Count
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,55,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,32,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,49,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,25,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,28,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,28,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,28,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,26,1
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,L,0,0
2018/03/02,NLC,O,2,1,NLCO21,SB,MM,29.26364,83.1151,29.26373,83.11512,183,12,SURFACE,0.0625,NA,D,0,0
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,22,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,78,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,30,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,28,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,39,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,53,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,39,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,35,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,23,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,28,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,51,1
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,L,0,0
2018/03/02,NLC,O,2,2,NLCO22,SB,MM,29.26373,83.11513,29.26373,83.11512,126,1,SURFACE,0.0625,NA,D,0,0
